-701.9460357041689;-701.9460357041689;-701.9460357041689;-701.9460357041689;-701.9460357041689;-701.9460357041689;-710.438496283502;-710.438496283502;-710.438496283502;-710.438496283502;-713.3708311693889;-713.3708311693889;-713.3708311693889;-713.7838213809457;-713.7838213809457;-713.7838213809457;-713.7838213809457;-713.7838213809457;-713.7838213809457;-713.7838213809457
-691.5171860057121;-807.7303412942038;-865.4169525104729;-865.4169525104729;-865.4169525104729;-865.4169525104729;-886.289281025096;-886.289281025096;-886.289281025096;-886.289281025096;-886.289281025096;-886.289281025096;-886.289281025096;-886.5452086353197;-886.5452086353197;-886.5452086353197;-888.2022999070998;-888.2022999070998;-888.4909437344763;-924.2275848356849
-780.6509229208901;-780.6509229208901;-822.1659319046439;-857.6510574503582;-858.4008778777214;-860.7819054130566;-863.4510346277152;-887.0789260575576;-887.0789260575576;-887.0789260575576;-888.6901776071459;-888.6901776071459;-888.6901776071459;-888.8730229551512;-888.8730229551512;-888.875062454645;-888.875062454645;-888.875062454645;-888.8902590350403;-888.8902590350403
-497.73908302935024;-508.9478398312208;-576.6406924749328;-576.6406924749328;-576.6406924749328;-576.6406924749328;-576.6406924749328;-579.1453481056272;-579.1453481056272;-579.1453481056272;-621.4441101556605;-621.4441101556605;-621.7875594658442;-624.7603365277259;-624.7603365277259;-624.7603365277259;-624.7603365277259;-626.717763637175;-629.4747621765082;-629.4747621765082
-711.2738323706621;-711.2738323706621;-711.2738323706621;-711.2738323706621;-711.2738323706621;-711.2738323706621;-711.2738323706621;-711.2738323706621;-711.2738323706621;-711.2738323706621;-713.097241188072;-715.0429631393107;-715.0429631393107;-715.0429631393107;-715.0429631393107;-715.0429631393107;-715.0429631393107;-715.3980962954791;-715.3980962954791;-715.3980962954791
-721.1128903970459;-721.1128903970459;-721.1128903970459;-721.1128903970459;-721.1128903970459;-721.1128903970459;-769.5563807047762;-773.9869148175112;-773.9869148175112;-782.8528655478642;-782.8528655478642;-782.8528655478642;-786.2519273150124;-786.2519273150124;-786.2519273150124;-786.2519273150124;-786.2519273150124;-786.2519273150124;-786.2519273150124;-786.2519273150124
-693.1456267967305;-693.1456267967305;-693.1456267967305;-693.1456267967305;-693.1456267967305;-693.1456267967305;-700.2606397790596;-700.8234955926704;-700.8234955926704;-713.0678411230301;-727.620481020919;-727.620481020919;-727.620481020919;-733.1216747607762;-733.1216747607762;-749.0990988251485;-749.0990988251485;-749.0990988251485;-749.0990988251485;-749.0990988251485
-853.5639581954094;-853.5639581954094;-874.3690323805631;-874.3690323805631;-874.3690323805631;-874.3690323805631;-874.3690323805631;-919.2238525696787;-919.2238525696787;-928.5499489020397;-928.5499489020397;-928.5499489020397;-930.4234763577905;-930.4234763577905;-930.4234763577905;-951.082035281615;-951.082035281615;-952.6904611414818;-952.6904611414818;-952.6904611414818
-557.1633075631187;-557.1633075631187;-557.1633075631187;-571.3148813454286;-571.3148813454286;-571.3148813454286;-571.3148813454286;-868.2257237725493;-868.2257237725493;-868.2257237725493;-868.2257237725493;-930.0653312944003;-930.0653312944003;-930.0653312944003;-931.841554436537;-931.841554436537;-931.841554436537;-931.841554436537;-935.176023146033;-935.176023146033
-665.5579812920921;-665.5579812920921;-803.2318750082206;-803.2318750082206;-806.7329109340479;-806.7329109340479;-884.9733211964578;-884.9733211964578;-884.9733211964578;-884.9733211964578;-884.9733211964578;-885.8093974529545;-885.8093974529545;-885.8093974529545;-885.8093974529545;-888.8480904010893;-888.8480904010893;-888.8480904010893;-888.8480904010893;-888.9023602115235
