-676.3839397066016;-810.4117898041757;-810.4117898041757;-819.7069602612553;-819.7069602612553;-820.9459330688901;-820.9459330688901;-820.9459330688901;-821.1031128945822;-821.1031128945822;-821.1932878983223;-821.1932878983223;-821.1932878983223;-821.193676529011;-821.193676529011;-821.193676529011;-821.193676529011;-821.1948214660479;-821.1954265367956;-821.1954265367956;-821.1954265367956;-821.1956470078701;-821.1956561716754;-821.1957958868696;-821.1958820517441;-821.1959356482826;-821.1959690906488;-821.1959899167922;-821.1960028060444;-821.1960107076206;-821.1960154938431;-821.1960183533058;-821.1964599914719;-821.1964599914719;-821.1964599914719;-821.1964599914719;-821.1964599914719;-821.1964599914719;-821.1964609510865;-821.1964609510865;-821.1964609795214;-821.1964609795214;-821.1964609795214;-821.1964609795214;-821.1964609795214;-821.1964609795214;-821.1964609795214;-821.1964609795214;-821.1964609795214;-821.196461060766
-658.3873142277013;-848.0111287607888;-869.238773050887;-869.238773050887;-869.238773050887;-869.238773050887;-869.238773050887;-869.238773050887;-869.238773050887;-882.4218127613256;-882.4218127613256;-882.4218127613256;-882.4218127613256;-883.208373141357;-887.5368570977419;-888.3847660565468;-888.5166695614848;-888.7659035706073;-888.7659035706073;-888.7685396249183;-888.7685396249183;-888.7685396249183;-888.7685396249183;-888.7685396249183;-888.7685396249183;-888.8174772912437;-888.8174772912437;-888.8174772912437;-888.8174772912437;-888.8174772912437;-888.8174772912437;-888.8174772912437;-888.8556652476454;-888.9005109287259;-888.9039969396409;-888.9039969396409;-888.9039969396409;-888.9039969396409;-888.9039969396409;-888.9425939090274;-888.9425939090274;-888.9425939090274;-888.9425939090274;-888.9425939090274;-888.9425939090274;-888.9425939090274;-888.9425939090274;-888.9461537470579;-888.9473831961445;-888.9477254466917
-579.2485581782341;-579.2485581782341;-811.14701920591;-811.14701920591;-811.14701920591;-811.9068425252275;-850.4402243711813;-884.8444077434776;-884.8444077434776;-887.212204770087;-887.212204770087;-887.8354303987645;-888.1523910683911;-888.3087223567702;-888.3087223567702;-888.3087223567702;-888.916670574929;-888.916670574929;-888.916670574929;-888.916670574929;-888.916670574929;-888.9180943117206;-888.9180943117206;-888.9180943117206;-888.9368332842872;-888.9405552344267;-888.9484693740309;-888.9484693740309;-888.9484693740309;-888.9484693740309;-888.9484693740309;-888.9484693740309;-888.9484693740309;-888.9484693740309;-888.9484693740309;-888.9484693740309;-888.9484693740309;-888.9484693740309;-888.9484693740309;-888.9484693740309;-888.9485438592205;-888.9485438592205;-888.9485438592205;-888.9485438592205;-888.9485438592205;-888.9485438592205;-888.9485438592205;-888.9485438592205;-888.9485438592205;-888.9486040777468
-833.7146742854918;-833.7146742854918;-869.7527142077281;-925.4156468035736;-925.4156468035736;-930.9258474820109;-930.9258474820109;-930.9258474820109;-930.9258474820109;-930.9258474820109;-930.9258474820109;-930.9258474820109;-930.9258474820109;-930.9258474820109;-930.9258474820109;-933.8041975564129;-933.8041975564129;-933.8041975564129;-933.8041975564129;-933.8041975564129;-933.8041975564129;-933.8041975564129;-933.8041975564129;-933.8041975564129;-933.8041975564129;-933.8041975564129;-933.9957085912406;-933.9957085912406;-933.9957085912406;-934.1358467944174;-934.1358467944174;-935.0368692413097;-935.2383632826766;-935.2383632826766;-935.2383632826766;-935.2383632826766;-935.3183688992767;-935.3183688992767;-935.3183688992767;-935.3183688992767;-935.3183688992767;-935.3183688992767;-935.3183688992767;-935.3183688992767;-935.3183688992767;-935.319555090025;-935.3242965910417;-935.3278641078714;-935.3292234421211;-935.329763040259
-672.0815417360249;-805.3858725003587;-805.3858725003587;-805.3858725003587;-813.679845834657;-820.3380993645817;-821.099824184407;-821.099824184407;-821.1963626913116;-821.1963626913116;-821.1963626913116;-821.1963626913116;-878.0098148774493;-878.0098148774493;-878.0098148774493;-878.0098148774493;-878.0098148774493;-883.7380201778526;-883.7380201778526;-883.7380201778526;-883.7380201778526;-883.7380201778526;-890.5320691370052;-890.5320691370052;-893.568339280969;-893.568339280969;-893.568339280969;-893.568339280969;-893.568339280969;-893.568339280969;-893.568339280969;-893.568339280969;-893.568339280969;-893.568339280969;-894.2214734747653;-894.5208382136966;-894.5208382136966;-894.5554026875111;-894.5554026875111;-894.5554026875111;-894.5554026875111;-894.5554026875111;-894.5728135987654;-894.5728135987654;-894.5728135987654;-894.5728135987654;-894.5750017456971;-894.5750017456971;-894.5750017456971;-894.5750017456971
-876.0471864123069;-876.0471864123069;-898.1919319190358;-931.4596315702815;-931.4596315702815;-931.4596315702815;-931.4596315702815;-934.011771577741;-934.011771577741;-934.011771577741;-934.011771577741;-934.011771577741;-934.011771577741;-934.011771577741;-938.6088656581182;-938.6088656581182;-938.6088656581182;-938.6088656581182;-950.6877234609619;-955.6211119553036;-955.6211119553036;-959.6225318955005;-959.6225318955005;-959.6394136277659;-959.6394136277659;-959.6394136277659;-959.6394136277659;-959.6394136277659;-959.6394136277659;-959.6394136277659;-959.6400350087654;-959.6400350087654;-959.6400350087654;-959.6403060085156;-959.6403060085156;-959.6403060085156;-959.6406446412652;-959.6406446412652;-959.6406446412652;-959.6406446412652;-959.6406446412652;-959.6406446412652;-959.6406446412652;-959.6406446412652;-959.6406446412652;-959.6406446412652;-959.640650902883;-959.640650902883;-959.640650902883;-959.640650902883
-499.99720872364804;-525.8184660788163;-525.8184660788163;-525.8184660788163;-525.8184660788163;-542.8417429374304;-542.8417429374304;-542.8417429374304;-550.3575779505488;-552.1211219476352;-552.1211219476352;-557.0228246865553;-557.1105458784009;-557.1105458784009;-557.1105458784009;-557.1105458784009;-557.1105458784009;-557.3179652846621;-557.3179652846621;-557.3179652846621;-557.3179652846621;-557.3681674957999;-557.3681674957999;-557.3681674957999;-557.3681674957999;-557.3681674957999;-557.3681674957999;-557.3681674957999;-557.3681674957999;-557.3681674957999;-557.3681674957999;-557.3681674957999;-557.3681674957999;-557.3684575029428;-557.3684575029428;-557.3684575029428;-557.3684575029428;-557.3684575029428;-557.3684575029428;-557.3684575029428;-557.3684575029428;-557.3684575029428;-557.3684575029428;-557.3684575029428;-557.3686141627858;-557.3686141627858;-557.3686289549333;-557.3686289549333;-557.3686289549333;-557.3686289549333
-631.9698151214759;-631.9698151214759;-693.9406435968249;-693.9406435968249;-693.9406435968249;-693.9406435968249;-693.9406435968249;-702.66894551333;-702.66894551333;-705.1867672806371;-705.1867672806371;-705.1867672806371;-706.7895814108223;-706.7895814108223;-706.7895814108223;-714.8962690506153;-714.8962690506153;-714.8962690506153;-714.8962690506153;-714.8962690506153;-714.8962690506153;-715.5485307536828;-715.5485307536828;-715.5485307536828;-715.5485307536828;-715.5485307536828;-715.5485307536828;-715.5485307536828;-715.5485307536828;-715.5485307536828;-715.5485307536828;-715.5485307536828;-715.5485307536828;-715.5485307536828;-715.5485307536828;-715.6905171991806;-715.6905171991806;-715.6905171991806;-715.6905171991806;-715.8254524055559;-715.9558318936423;-715.9558318936423;-715.9558318936423;-715.9558318936423;-715.9558318936423;-715.9558318936423;-715.9558318936423;-715.9558318936423;-715.9563022831514;-715.9786926242537
-833.9222715550636;-833.9222715550636;-849.0512481709266;-849.0512481709266;-849.0512481709266;-849.0512481709266;-849.0512481709266;-879.0714273712347;-958.6702419229839;-958.6702419229839;-958.6702419229839;-958.6702419229839;-958.6702419229839;-958.767070693651;-958.9353980881586;-959.0512387456494;-959.1312762938817;-959.1867313699751;-959.6146546037533;-959.6146546037533;-959.6385223016155;-959.6385223016155;-959.6406306582746;-959.6406306582746;-959.6406306582746;-959.6406306582746;-959.6406306582746;-959.6406306582746;-959.6406306582746;-959.6406306582746;-959.6406306582746;-959.6406306582746;-959.6406306582746;-959.6406306582746;-959.6406306582746;-959.6406306582746;-959.6406306582746;-959.6406306582746;-959.6406306582746;-959.6406618046699;-959.6406618046699;-959.6406618046699;-959.6406618046699;-959.6406618046699;-959.6406618046699;-959.6406620437875;-959.6406620437875;-959.6406620437875;-959.6406620437875;-959.6406620437875
-671.3103052385927;-704.4387394359856;-802.0201638262581;-815.8785104667033;-821.0845157039623;-821.0845157039623;-821.0845157039623;-821.0845157039623;-821.1278483243796;-821.1278483243796;-821.1278483243796;-821.1304863379767;-821.1883411141946;-821.1883411141946;-821.1954609533507;-821.1964610092002;-821.1964610092002;-821.1964610092002;-821.1964610092002;-821.1964610092002;-821.1964610092002;-821.1964610092002;-821.1964610092002;-821.1964610092002;-821.1964610092002;-821.1964610092002;-821.1964610092002;-821.1964610092002;-821.1964610092002;-821.1964610092002;-821.1964610663049;-821.1964610663049;-821.1964610663049;-821.1964610663049;-821.1964610663049;-821.1964610663049;-821.1964610663049;-821.1964610663049;-821.1964610663049;-821.1964610663049;-821.1964610663049;-821.1964610663049;-821.1964610663049;-821.1964610663049;-821.1964610663049;-821.1964610663049;-821.1964610663049;-821.1964610663049;-821.1964610663049;-821.1964610663049
